==9993== NVPROF is profiling process 9993, command: /root/.virtualenvs/cv/bin/python gpu-opt_flow.py
==9993== Warning: Unified Memory Profiling is not supported on the underlying platform. System requirements for unified memory can be found at: http://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#um-requirements
==9993== Execution timeout, stopping the application...
==9993== Profiling application: /root/.virtualenvs/cv/bin/python gpu-opt_flow.py
==9993== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
8.60307s  165.32us            (1 135 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [1125]
8.60323s  161.83us            (1 135 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [1131]
8.60359s  230.06us             (8 17 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1134]
8.60382s  737.78us            (1 135 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1137]
8.60456s  60.521us             (8 17 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1143]
8.60463s  237.46us             (8 17 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1145]
8.60487s  732.52us            (1 135 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1148]
8.60560s  58.336us             (8 17 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1154]
8.60566s  235.74us             (8 17 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1156]
8.60590s  731.43us            (1 135 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1159]
8.60664s  57.710us             (8 17 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1165]
8.60850s  141.62us            (15 34 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [1170]
8.60864s  137.61us            (15 34 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [1172]
8.60878s  58.440us             (4 34 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003629_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003629_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [1174]
8.60884s  57.605us             (4 34 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003629_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003629_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [1176]
8.61877s  1.0940us                    -               -         -         -         -       20B  17.435MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
8.61892s  12.088ms           (8 1080 1)       (256 1 1)        32        0B  1.0313KB         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [1191]
8.63099s  12.092ms           (8 1080 1)       (256 1 1)        32        0B  1.0313KB         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [1197]
8.64306s  262.72us            (15 34 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [1193]
8.64333s  251.83us            (15 34 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [1199]
8.64358s  631.11us            (2 270 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [1195]
8.64420s  630.28us            (2 270 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [1201]
8.64503s  1.0031ms            (15 34 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1204]
8.64604s  2.9292ms            (2 270 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1207]
8.64897s  218.18us            (15 34 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1213]
8.64919s  953.52us            (15 34 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1215]
8.65015s  2.9163ms            (2 270 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1218]
8.65307s  216.15us            (15 34 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1224]
8.65329s  918.78us            (15 34 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1226]
8.65421s  2.9146ms            (2 270 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1229]
8.65713s  208.34us            (15 34 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1235]
8.66157s  547.98us            (30 68 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [1242]
8.66212s  543.87us            (30 68 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [1244]
8.66266s  217.30us             (8 68 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003629_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003629_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [1246]
8.66287s  211.52us             (8 68 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003629_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003629_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [1248]
8.69392s     990ns                    -               -         -         -         -        8B  7.7065MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
8.69408s  6.6771ms           (8 1080 1)       (256 1 1)        32        0B  1.0078KB         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [1263]
8.70075s  6.6698ms           (8 1080 1)       (256 1 1)        32        0B  1.0078KB         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [1269]
8.70741s  575.85us            (30 68 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [1265]
8.70798s  569.81us            (30 68 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [1271]
8.70855s  2.5040ms            (4 540 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [1267]
8.71105s  2.5025ms            (4 540 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [1273]
8.71373s  3.7840ms            (30 68 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1276]
8.71752s  13.541ms            (4 540 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1279]
8.73107s  841.38us            (30 68 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1285]
8.73191s  3.7658ms            (30 68 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1287]
8.73568s  13.759ms            (4 540 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1290]
8.74945s  839.45us            (30 68 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1296]
8.75029s  3.5469ms            (30 68 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1298]
8.75384s  13.387ms            (4 540 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1301]
8.76723s  823.46us            (30 68 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1307]
8.76888s  2.1689ms           (60 135 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [1312]
8.77105s  2.1643ms           (60 135 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [1314]
8.77322s  873.20us           (15 135 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003629_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003629_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [1316]
8.77409s  864.87us           (15 135 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003629_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003629_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [1318]
8.88397s  1.0940us                    -               -         -         -         -        8B  6.9739MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
8.88414s  6.6761ms           (8 1080 1)       (256 1 1)        32        0B  1.0078KB         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [1333]
8.89081s  6.6690ms           (8 1080 1)       (256 1 1)        32        0B  1.0078KB         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [1338]
8.89747s  1.1569ms                    -               -         -         -         -  7.9102MB  6.6771GB/s      Device      Device  NVIDIA Tegra X1         1        29  [CUDA memcpy DtoD]
8.89863s  1.1594ms                    -               -         -         -         -  7.9102MB  6.6627GB/s      Device      Device  NVIDIA Tegra X1         1        30  [CUDA memcpy DtoD]
8.89979s  9.9985ms           (8 1080 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [1336]
8.90978s  9.9942ms           (8 1080 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [1341]
8.92052s  14.326ms           (60 135 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1344]
8.93485s  59.607ms           (8 1080 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1347]
8.99446s  3.3167ms           (60 135 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1353]
8.99778s  14.025ms           (60 135 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1355]
9.01181s  59.397ms           (8 1080 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1358]
9.07121s  3.3046ms           (60 135 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1364]
9.07452s  13.997ms           (60 135 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1366]
9.08852s  59.258ms           (8 1080 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1369]
9.14778s  3.2867ms           (60 135 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1375]
9.17435s  1.8942ms           (60 135 1)        (32 8 1)        19        0B        0B         -           -           -           -  NVIDIA Tegra X1         1         7  void cv::cudev::grid_split_merge_detail::mergeC2<cv::cudev::GlobPtr<int>, cv::cudev::GlobPtr<int>, int2, cv::cudev::WithOutMask>(int, cv::cudev::GlobPtr<int>, cv::cudev::GlobPtr<cv::cudev::GlobPtr<int>>, int2, int, int) [1386]
9.17694s  206.06ms                    -               -         -         -         -  15.820MB  76.775MB/s      Device    Pageable  NVIDIA Tegra X1         1         7  [CUDA memcpy DtoH]
9.74944s  702.68us                    -               -         -         -         -  1.9775MB  2.7483GB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.75229s  699.86us                    -               -         -         -         -  1.9775MB  2.7594GB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.76874s  597.36us           (15 135 1)        (32 8 1)        22        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        34  void cv::cudev::grid_transform_detail::transformSmart<int=4, unsigned char, float, cv::cudev::saturate_cast_func<unsigned char, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<unsigned char>, cv::cudev::grid_transform_detail::transformSmart<int=4, unsigned char, float, cv::cudev::saturate_cast_func<unsigned char, float, float>, cv::cudev::WithOutMask>, unsigned char, float, int, int) [1418]
9.77423s  604.91us           (15 135 1)        (32 8 1)        22        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        35  void cv::cudev::grid_transform_detail::transformSmart<int=4, unsigned char, float, cv::cudev::saturate_cast_func<unsigned char, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<unsigned char>, cv::cudev::grid_transform_detail::transformSmart<int=4, unsigned char, float, cv::cudev::saturate_cast_func<unsigned char, float, float>, cv::cudev::WithOutMask>, unsigned char, float, int, int) [1421]
9.77492s     730ns                    -               -         -         -         -       24B  31.354MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.77501s     312ns                    -               -         -         -         -       24B  73.360MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.77508s     260ns                    -               -         -         -         -       24B  88.031MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.77516s     312ns                    -               -         -         -         -        4B  12.227MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.77525s     260ns                    -               -         -         -         -        4B  14.672MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.77532s     312ns                    -               -         -         -         -        4B  12.227MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.77540s     209ns                    -               -         -         -         -        4B  18.252MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.77546s     261ns                    -               -         -         -         -       24B  87.694MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.77644s     625ns                    -               -         -         -         -  126.56KB  193.12GB/s      Device           -  NVIDIA Tegra X1         1        34  [CUDA memset]
9.77654s     313ns                    -               -         -         -         -  126.56KB  385.62GB/s      Device           -  NVIDIA Tegra X1         1        35  [CUDA memset]
9.78993s     938ns                    -               -         -         -         -       40B  40.668MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.79010s  21.910ms           (8 1080 1)       (256 1 1)        32        0B  1.0703KB         -           -           -           -  NVIDIA Tegra X1         1        34  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [1445]
9.81199s  21.945ms           (8 1080 1)       (256 1 1)        32        0B  1.0703KB         -           -           -           -  NVIDIA Tegra X1         1        35  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [1451]
9.83387s  126.51us             (8 17 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        34  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [1447]
9.83400s  120.84us             (8 17 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        35  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [1453]
9.83412s  164.17us            (1 135 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        34  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [1449]
9.83427s  161.36us            (1 135 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        35  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [1455]
9.83466s  229.07us             (8 17 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        34  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1458]
9.83489s  738.15us            (1 135 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        34  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1461]
9.83563s  59.792us             (8 17 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        34  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1467]
